cosine,RT,isi,primecondition
0.6842209696769714,532.4,50.0,2.0
0.6842209696769714,546.15,1050.0,2.0
0.5988860726356506,691.6666666666666,50.0,2.0
0.5988860726356506,572.0285714285715,1050.0,2.0
0.7481067180633545,569.695652173913,50.0,2.0
0.7481067180633545,575.03125,1050.0,2.0
0.7311335206031799,547.7179487179487,50.0,2.0
0.7311335206031799,546.3548387096774,1050.0,2.0
0.6698610782623291,483.4,50.0,2.0
0.6698610782623291,530.1515151515151,1050.0,2.0
0.8994140625,603.9056603773585,50.0,2.0
0.8994140625,603.0,1050.0,2.0
0.6388879418373108,592.483870967742,50.0,2.0
0.6388879418373108,535.1764705882352,1050.0,2.0
0.7228587865829468,491.75,50.0,2.0
0.7228587865829468,491.5757575757576,1050.0,2.0
0.7890467643737793,528.829268292683,50.0,2.0
0.7890467643737793,532.25,1050.0,2.0
0.5452502965927124,545.25,50.0,2.0
0.5452502965927124,580.3396226415094,1050.0,2.0
0.6900498270988464,555.804347826087,50.0,2.0
0.6900498270988464,484.0,1050.0,2.0
0.7515413165092468,516.3870967741935,50.0,2.0
0.7515413165092468,484.25,1050.0,2.0
0.6953610181808472,513.9130434782609,50.0,2.0
0.6953610181808472,498.875,1050.0,2.0
0.6743482351303101,545.71875,50.0,2.0
0.6743482351303101,515.3529411764706,1050.0,2.0
0.5186620354652405,667.4782608695652,50.0,2.0
0.5186620354652405,605.6666666666666,1050.0,2.0
0.6232478618621826,501.5757575757576,50.0,2.0
0.6232478618621826,498.9583333333333,1050.0,2.0
0.792845606803894,538.3870967741935,50.0,2.0
0.792845606803894,522.3076923076923,1050.0,2.0
0.7165048122406006,586.0645161290323,50.0,2.0
0.7165048122406006,509.1304347826087,1050.0,2.0
0.5736271739006042,559.59375,50.0,2.0
0.5736271739006042,524.875,1050.0,2.0
0.6356824636459351,590.875,50.0,2.0
0.6356824636459351,523.2368421052631,1050.0,2.0
0.6988526582717896,607.1428571428571,50.0,2.0
0.6988526582717896,534.1034482758621,1050.0,2.0
0.7721962928771973,580.96875,50.0,2.0
0.7721962928771973,501.0967741935484,1050.0,2.0
0.7153864502906799,631.6666666666666,50.0,2.0
0.7153864502906799,551.125,1050.0,2.0
0.827018141746521,621.952380952381,50.0,2.0
0.827018141746521,534.3333333333334,1050.0,2.0
0.7787230014801025,541.7,50.0,2.0
0.7787230014801025,650.90625,1050.0,2.0
0.7543525099754333,566.75,50.0,2.0
0.7543525099754333,534.4857142857143,1050.0,2.0
0.5287407636642456,527.5,50.0,2.0
0.5287407636642456,531.0666666666667,1050.0,2.0
0.755515992641449,609.7241379310345,50.0,2.0
0.755515992641449,461.1875,1050.0,2.0
0.6653080582618713,656.75,50.0,2.0
0.6653080582618713,497.3684210526316,1050.0,2.0
0.5817885398864746,629.7647058823529,50.0,2.0
0.5817885398864746,563.1,1050.0,2.0
0.7550860047340393,555.2,50.0,2.0
0.7550860047340393,543.3928571428571,1050.0,2.0
0.7430564165115356,561.55,50.0,2.0
0.7430564165115356,518.5454545454545,1050.0,2.0
0.6814976930618286,599.5625,50.0,2.0
0.6814976930618286,537.34375,1050.0,2.0
0.7626476287841797,484.0,50.0,2.0
0.7626476287841797,520.125,1050.0,2.0
0.6906384825706482,586.5333333333333,50.0,2.0
0.6906384825706482,575.72,1050.0,2.0
0.7094765901565552,505.625,50.0,2.0
0.7094765901565552,452.9375,1050.0,2.0
0.8665222525596619,642.1875,50.0,2.0
0.8665222525596619,575.8,1050.0,2.0
0.8303929567337036,550.516129032258,50.0,2.0
0.8303929567337036,555.2,1050.0,2.0
0.8574303388595581,586.3947368421053,50.0,2.0
0.8574303388595581,508.34375,1050.0,2.0
0.8379040956497192,548.3095238095239,50.0,2.0
0.8379040956497192,491.8125,1050.0,2.0
0.7203708291053772,484.2941176470589,50.0,2.0
0.7203708291053772,524.3529411764706,1050.0,2.0
0.4960300326347351,569.52,50.0,2.0
0.4960300326347351,595.5555555555555,1050.0,2.0
0.7259945869445801,575.6875,50.0,2.0
0.7259945869445801,591.7647058823529,1050.0,2.0
0.7361063361167908,542.0625,50.0,2.0
0.7361063361167908,574.6521739130435,1050.0,2.0
0.7350300550460815,550.78125,50.0,2.0
0.7350300550460815,550.7333333333333,1050.0,2.0
0.5710504055023193,501.4375,50.0,2.0
0.5710504055023193,533.9333333333333,1050.0,2.0
0.7598625421524048,516.2368421052631,50.0,2.0
0.7598625421524048,545.25,1050.0,2.0
0.7357903718948364,604.8620689655172,50.0,2.0
0.7357903718948364,606.1739130434783,1050.0,2.0
0.8572207093238831,695.7692307692307,50.0,2.0
0.8572207093238831,544.8666666666667,1050.0,2.0
0.6009445190429688,610.0434782608696,50.0,2.0
0.6009445190429688,545.027027027027,1050.0,2.0
0.7507230043411255,480.1612903225807,50.0,2.0
0.7507230043411255,523.2333333333333,1050.0,2.0
0.6809701919555664,586.0,1050.0,2.0
0.8316296935081482,496.60526315789474,50.0,2.0
0.8316296935081482,541.516129032258,1050.0,2.0
0.7911947965621948,572.7333333333333,50.0,2.0
0.7911947965621948,496.9032258064516,1050.0,2.0
0.700522780418396,467.4666666666666,50.0,2.0
0.700522780418396,520.7727272727273,1050.0,2.0
0.7576866149902344,472.8181818181818,50.0,2.0
0.7576866149902344,478.625,1050.0,2.0
0.6985597014427185,580.3,50.0,2.0
0.6985597014427185,546.2105263157895,1050.0,2.0
0.5963756442070007,490.75,50.0,2.0
0.5963756442070007,526.9583333333334,1050.0,2.0
0.5848156809806824,486.5,50.0,2.0
0.5848156809806824,477.6666666666667,1050.0,2.0
0.6469642519950867,593.28125,50.0,2.0
0.6469642519950867,526.3414634146342,1050.0,2.0
0.7451577186584473,599.9583333333334,50.0,2.0
0.7451577186584473,673.2,1050.0,2.0
0.7318379878997803,557.1818181818181,50.0,2.0
0.7318379878997803,573.7391304347826,1050.0,2.0
0.6590919494628906,516.258064516129,50.0,2.0
0.6590919494628906,486.8125,1050.0,2.0
0.6597936153411865,653.4166666666666,50.0,2.0
0.6597936153411865,563.1875,1050.0,2.0
0.6712567210197449,560.7777777777778,50.0,2.0
0.6712567210197449,513.1212121212121,1050.0,2.0
0.6520999670028687,619.2142857142857,50.0,2.0
0.6520999670028687,477.09090909090907,1050.0,2.0
0.5983349084854126,587.2592592592592,50.0,2.0
0.5983349084854126,483.1428571428572,1050.0,2.0
0.8664115071296692,641.0416666666666,50.0,2.0
0.8664115071296692,584.3513513513514,1050.0,2.0
0.8314085006713867,572.5416666666666,50.0,2.0
0.8314085006713867,529.4736842105264,1050.0,2.0
0.8007686734199524,527.78125,50.0,2.0
0.8007686734199524,544.4,1050.0,2.0
0.6191772222518921,555.40625,50.0,2.0
0.6191772222518921,553.0,1050.0,2.0
0.7156035304069519,532.4102564102565,50.0,2.0
0.7156035304069519,475.82758620689657,1050.0,2.0
0.6233177185058594,520.9166666666666,50.0,2.0
0.6233177185058594,512.0833333333334,1050.0,2.0
0.7661402821540833,550.125,50.0,2.0
0.7661402821540833,560.0714285714286,1050.0,2.0
0.700495719909668,584.9722222222222,50.0,2.0
0.700495719909668,518.1216216216217,1050.0,2.0
0.723313570022583,568.1724137931035,50.0,2.0
0.723313570022583,639.3214285714286,1050.0,2.0
0.7260117530822754,591.5882352941177,50.0,2.0
0.7260117530822754,532.1666666666666,1050.0,2.0
0.846650242805481,579.1034482758621,50.0,2.0
0.846650242805481,542.3793103448276,1050.0,2.0
0.7274162173271179,526.170731707317,50.0,2.0
0.7274162173271179,691.875,1050.0,2.0
0.7927029132843018,562.0,50.0,2.0
0.7927029132843018,523.6666666666666,1050.0,2.0
0.7194080352783203,491.5,50.0,2.0
0.7050083875656128,625.8260869565217,50.0,2.0
0.7050083875656128,542.8461538461538,1050.0,2.0
0.7376539707183838,528.2,50.0,2.0
0.7376539707183838,580.9677419354839,1050.0,2.0
0.7694783210754395,652.1052631578947,50.0,2.0
0.7694783210754395,610.5681818181819,1050.0,2.0
0.7707099914550781,564.6521739130435,50.0,2.0
0.7707099914550781,600.1666666666666,1050.0,2.0
0.6993424296379089,537.5263157894736,50.0,2.0
0.6993424296379089,671.1666666666666,1050.0,2.0
0.785718560218811,557.275,50.0,2.0
0.785718560218811,604.1785714285714,1050.0,2.0
0.7046969532966614,574.75,50.0,2.0
0.7046969532966614,495.0,1050.0,2.0
0.7606519460678101,512.2272727272727,50.0,2.0
0.7606519460678101,548.078947368421,1050.0,2.0
0.684335470199585,573.4146341463414,50.0,2.0
0.684335470199585,566.9090909090909,1050.0,2.0
0.7339270114898682,538.4827586206897,50.0,2.0
0.7339270114898682,531.53125,1050.0,2.0
0.8270212411880493,526.1724137931035,50.0,2.0
0.8270212411880493,535.0,1050.0,2.0
0.6652975678443909,552.28125,50.0,2.0
0.6652975678443909,528.7333333333333,1050.0,2.0
0.652992844581604,581.0,50.0,2.0
0.652992844581604,505.7,1050.0,2.0
0.6838286519050598,575.6666666666666,50.0,2.0
0.6838286519050598,587.25,1050.0,2.0
0.7283324003219604,578.0,1050.0,2.0
0.6301051378250122,785.578947368421,50.0,2.0
0.6301051378250122,589.4090909090909,1050.0,2.0
0.6543845534324646,518.78125,50.0,2.0
0.6543845534324646,497.4705882352941,1050.0,2.0
0.7661258578300476,490.9333333333333,50.0,2.0
0.7661258578300476,439.4468085106383,1050.0,2.0
0.7185747623443604,500.0,50.0,2.0
0.7185747623443604,529.2666666666667,1050.0,2.0
0.7662429809570312,483.46875,50.0,2.0
0.7662429809570312,474.1666666666667,1050.0,2.0
0.7882993817329407,628.68,50.0,2.0
0.7882993817329407,485.0434782608696,1050.0,2.0
0.6795186996459961,597.3958333333334,50.0,2.0
0.6795186996459961,523.8125,1050.0,2.0
0.701467752456665,510.8928571428572,50.0,2.0
0.701467752456665,528.025641025641,1050.0,2.0
0.7060487270355225,500.13793103448273,50.0,2.0
0.7060487270355225,496.0434782608696,1050.0,2.0
0.7242840528488159,551.974358974359,50.0,2.0
0.7242840528488159,552.7837837837837,1050.0,2.0
0.6870259046554565,539.2916666666666,50.0,2.0
0.6870259046554565,519.7647058823529,1050.0,2.0
0.7072167992591858,528.6666666666666,50.0,2.0
0.7072167992591858,568.4871794871794,1050.0,2.0
0.6632704734802246,544.8717948717949,50.0,2.0
0.6632704734802246,560.0344827586207,1050.0,2.0
0.6966086626052856,534.0,50.0,2.0
0.6966086626052856,532.53125,1050.0,2.0
0.6479915976524353,502.0,1050.0,2.0
0.7387775182723999,599.55,50.0,2.0
0.7387775182723999,541.8684210526316,1050.0,2.0
0.7304041981697083,488.7142857142857,50.0,2.0
0.7304041981697083,547.7111111111111,1050.0,2.0
0.7075088620185852,559.7058823529412,50.0,2.0
0.7075088620185852,516.7916666666666,1050.0,2.0
0.7480139136314392,533.8823529411765,50.0,2.0
0.7480139136314392,648.3125,1050.0,2.0
0.8444511294364929,547.6428571428571,50.0,2.0
0.8444511294364929,594.75,1050.0,2.0
0.7218443751335144,532.9,50.0,2.0
0.7218443751335144,550.28,1050.0,2.0
0.7818849682807922,503.27777777777777,50.0,2.0
0.7818849682807922,538.9583333333334,1050.0,2.0
0.8463151454925537,507.3666666666667,50.0,2.0
0.8463151454925537,520.2162162162163,1050.0,2.0
0.5883685350418091,542.0,1050.0,2.0
0.7304878830909729,537.4516129032259,50.0,2.0
0.7304878830909729,574.5238095238095,1050.0,2.0
0.7739167213439941,541.3,50.0,2.0
0.713131308555603,568.7631578947369,50.0,2.0
0.713131308555603,576.5483870967741,1050.0,2.0
0.6236985325813293,541.0,50.0,2.0
0.6236985325813293,530.8064516129032,1050.0,2.0
0.8463151454925537,569.8333333333334,50.0,2.0
0.8463151454925537,483.26666666666665,1050.0,2.0
0.692252516746521,506.1428571428572,50.0,2.0
0.692252516746521,440.96875,1050.0,2.0
0.7909141778945923,640.6666666666666,50.0,2.0
0.7909141778945923,533.0,1050.0,2.0
0.7038711905479431,500.7241379310345,50.0,2.0
0.7038711905479431,644.95,1050.0,2.0
0.521786093711853,605.125,50.0,2.0
0.521786093711853,497.52941176470586,1050.0,2.0
0.8152469396591187,551.2051282051282,50.0,2.0
0.8152469396591187,655.5333333333333,1050.0,2.0
0.7835974097251892,522.5,50.0,2.0
0.7835974097251892,650.0666666666667,1050.0,2.0
0.6384593844413757,509.25,50.0,2.0
0.6384593844413757,503.25,1050.0,2.0
0.777393639087677,556.1944444444445,50.0,2.0
0.777393639087677,490.82608695652175,1050.0,2.0
0.7131720781326294,521.2857142857143,50.0,2.0
0.7131720781326294,539.3333333333334,1050.0,2.0
0.7750272750854492,626.6842105263158,50.0,2.0
0.7750272750854492,597.68,1050.0,2.0
0.6289564371109009,542.15625,50.0,2.0
0.6289564371109009,543.6666666666666,1050.0,2.0
0.708568274974823,609.7037037037037,50.0,2.0
0.708568274974823,528.4285714285714,1050.0,2.0
0.8080423474311829,563.6818181818181,50.0,2.0
0.8080423474311829,481.8333333333333,1050.0,2.0
0.5685359239578247,538.5652173913044,50.0,2.0
0.5685359239578247,489.9583333333333,1050.0,2.0
0.76334148645401,530.3636363636364,50.0,2.0
0.76334148645401,493.1818181818182,1050.0,2.0
0.693189799785614,573.5217391304348,50.0,2.0
0.693189799785614,596.2916666666666,1050.0,2.0
0.8000326752662659,584.0,50.0,2.0
0.8000326752662659,516.0869565217391,1050.0,2.0
0.7055222988128662,590.2083333333334,50.0,2.0
0.7055222988128662,476.9583333333333,1050.0,2.0
0.7454785108566284,582.3030303030303,50.0,2.0
0.7454785108566284,543.7619047619048,1050.0,2.0
0.7607295513153076,519.2096774193549,50.0,2.0
0.7607295513153076,499.7916666666667,1050.0,2.0
0.697800874710083,500.6,50.0,2.0
0.697800874710083,517.3333333333334,1050.0,2.0
0.6948649287223816,650.8055555555555,50.0,2.0
0.6948649287223816,587.3703703703703,1050.0,2.0
0.7576399445533752,629.25,50.0,2.0
0.7576399445533752,541.9024390243902,1050.0,2.0
0.661415159702301,527.0377358490566,50.0,2.0
0.661415159702301,518.7916666666666,1050.0,2.0
0.5716814398765564,511.2903225806452,50.0,2.0
0.5716814398765564,530.0,1050.0,2.0
0.8285685181617737,608.3333333333334,50.0,2.0
0.8285685181617737,506.4848484848485,1050.0,2.0
0.833134651184082,568.0930232558139,50.0,2.0
0.833134651184082,524.65625,1050.0,2.0
0.7747928500175476,520.2352941176471,50.0,2.0
0.7747928500175476,506.4565217391304,1050.0,2.0
0.7730463743209839,490.3870967741936,50.0,2.0
0.7730463743209839,515.0666666666667,1050.0,2.0
0.5256593227386475,534.0625,50.0,2.0
0.5256593227386475,569.8275862068965,1050.0,2.0
0.6788985729217529,775.0,1050.0,2.0
0.4910053610801697,611.2352941176471,50.0,2.0
0.4910053610801697,580.7083333333334,1050.0,2.0
0.6594812870025635,720.3333333333334,50.0,2.0
0.6594812870025635,526.5625,1050.0,2.0
0.6126842498779297,515.575,50.0,2.0
0.6126842498779297,497.69444444444446,1050.0,2.0
0.7783874869346619,506.2068965517241,50.0,2.0
0.7783874869346619,510.5384615384616,1050.0,2.0
0.7447729706764221,598.375,50.0,2.0
0.7447729706764221,516.3181818181819,1050.0,2.0
0.6067673563957214,730.0,1050.0,2.0
0.6812205910682678,668.5454545454545,50.0,2.0
0.6812205910682678,571.9655172413793,1050.0,2.0
0.7372419238090515,597.1904761904761,50.0,2.0
0.7372419238090515,515.2678571428571,1050.0,2.0
0.7067033648490906,528.0833333333334,50.0,2.0
0.7067033648490906,578.4761904761905,1050.0,2.0
0.7247133851051331,550.3478260869565,50.0,2.0
0.7247133851051331,483.3030303030303,1050.0,2.0
0.7817175388336182,511.9142857142857,50.0,2.0
0.7817175388336182,499.0,1050.0,2.0
0.7304931282997131,492.6774193548387,50.0,2.0
0.7304931282997131,508.6190476190476,1050.0,2.0
0.7780071496963501,509.60869565217394,50.0,2.0
0.7780071496963501,460.5,1050.0,2.0
0.8154701590538025,533.4848484848485,50.0,2.0
0.8154701590538025,547.03125,1050.0,2.0
0.7085937857627869,589.8695652173913,50.0,2.0
0.7085937857627869,525.7916666666666,1050.0,2.0
0.7029949426651001,551.6666666666666,50.0,2.0
0.7029949426651001,642.75,1050.0,2.0
0.7321681976318359,606.9677419354839,50.0,2.0
0.7321681976318359,553.5961538461538,1050.0,2.0
0.6733983159065247,552.7727272727273,50.0,2.0
0.6733983159065247,581.6875,1050.0,2.0
0.7670432329177856,539.5178571428571,50.0,2.0
0.7670432329177856,510.40625,1050.0,2.0
0.679726779460907,568.0697674418604,50.0,2.0
0.679726779460907,522.96875,1050.0,2.0
0.7403724193572998,450.8157894736842,50.0,2.0
0.7403724193572998,556.4285714285714,1050.0,2.0
0.7261818051338196,546.0454545454545,50.0,2.0
0.7261818051338196,490.0,1050.0,2.0
0.7651770114898682,658.939393939394,50.0,2.0
0.7651770114898682,657.4230769230769,1050.0,2.0
0.7779904007911682,550.1379310344828,50.0,2.0
0.7779904007911682,587.0625,1050.0,2.0
0.7012057900428772,498.9565217391304,50.0,2.0
