cosine,RT,isi,primecondition
0.8820223212242126,532.4,50.0,2.0
0.8820223212242126,546.15,1050.0,2.0
0.831412136554718,691.6666666666666,50.0,2.0
0.831412136554718,572.0285714285715,1050.0,2.0
0.6426904797554016,569.695652173913,50.0,2.0
0.6426904797554016,575.03125,1050.0,2.0
0.9154232740402222,547.7179487179487,50.0,2.0
0.9154232740402222,546.3548387096774,1050.0,2.0
0.8223515152931213,483.4,50.0,2.0
0.8223515152931213,530.1515151515151,1050.0,2.0
0.8956968188285828,603.9056603773585,50.0,2.0
0.8956968188285828,603.0,1050.0,2.0
0.6242135763168335,592.483870967742,50.0,2.0
0.6242135763168335,535.1764705882352,1050.0,2.0
0.77167809009552,491.75,50.0,2.0
0.77167809009552,491.5757575757576,1050.0,2.0
0.912800669670105,528.829268292683,50.0,2.0
0.912800669670105,532.25,1050.0,2.0
0.9050151109695436,545.25,50.0,2.0
0.9050151109695436,580.3396226415094,1050.0,2.0
0.5679558515548706,555.804347826087,50.0,2.0
0.5679558515548706,484.0,1050.0,2.0
0.5630266666412354,516.3870967741935,50.0,2.0
0.5630266666412354,484.25,1050.0,2.0
0.6779053211212158,513.9130434782609,50.0,2.0
0.6779053211212158,498.875,1050.0,2.0
0.7085224390029907,545.71875,50.0,2.0
0.7085224390029907,515.3529411764706,1050.0,2.0
0.5580605268478394,667.4782608695652,50.0,2.0
0.5580605268478394,605.6666666666666,1050.0,2.0
0.6886351704597473,501.5757575757576,50.0,2.0
0.6886351704597473,498.9583333333333,1050.0,2.0
0.9101817011833192,538.3870967741935,50.0,2.0
0.9101817011833192,522.3076923076923,1050.0,2.0
0.5955466628074646,586.0645161290323,50.0,2.0
0.5955466628074646,509.1304347826087,1050.0,2.0
0.5198966860771179,559.59375,50.0,2.0
0.5198966860771179,524.875,1050.0,2.0
0.7304465770721436,590.875,50.0,2.0
0.7304465770721436,523.2368421052631,1050.0,2.0
0.8258001804351807,607.1428571428571,50.0,2.0
0.8258001804351807,534.1034482758621,1050.0,2.0
0.8972077369689941,580.96875,50.0,2.0
